"entrezgene","external_gene_name","gene_biotype","description"
29110,"TBK1","protein_coding","TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]"
2957,"GTF2A1","protein_coding","general transcription factor IIA subunit 1 [Source:HGNC Symbol;Acc:HGNC:4646]"
2967,"GTF2H3","protein_coding","general transcription factor IIH subunit 3 [Source:HGNC Symbol;Acc:HGNC:4657]"
29902,"FAM216A","protein_coding","family with sequence similarity 216 member A [Source:HGNC Symbol;Acc:HGNC:30180]"
29956,"CERS2","protein_coding","ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]"
29980,"DONSON","protein_coding","downstream neighbor of SON [Source:HGNC Symbol;Acc:HGNC:2993]"
3106,"HLA-B","protein_coding","major histocompatibility complex, class I, B [Source:HGNC Symbol;Acc:HGNC:4932]"
317,"APAF1","protein_coding","apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]"
3171,"FOXA3","protein_coding","forkhead box A3 [Source:HGNC Symbol;Acc:HGNC:5023]"
3187,"HNRNPH1","protein_coding","heterogeneous nuclear ribonucleoprotein H1 [Source:HGNC Symbol;Acc:HGNC:5041]"
3309,"HSPA5","protein_coding","heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]"
337876,"CHSY3","protein_coding","chondroitin sulfate synthase 3 [Source:HGNC Symbol;Acc:HGNC:24293]"
339761,"CYP27C1","protein_coding","cytochrome P450 family 27 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:33480]"
3422,"IDI1","protein_coding","isopentenyl-diphosphate delta isomerase 1 [Source:HGNC Symbol;Acc:HGNC:5387]"
344,"APOC2","protein_coding","apolipoprotein C2 [Source:HGNC Symbol;Acc:HGNC:609]"
344387,"CDKL4","protein_coding","cyclin dependent kinase like 4 [Source:HGNC Symbol;Acc:HGNC:19287]"
345275,"HSD17B13","protein_coding","hydroxysteroid 17-beta dehydrogenase 13 [Source:HGNC Symbol;Acc:HGNC:18685]"
347517,"RAB41","protein_coding","RAB41, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18293]"
350,"APOH","protein_coding","apolipoprotein H [Source:HGNC Symbol;Acc:HGNC:616]"
3675,"ITGA3","protein_coding","integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]"
374868,"ATP9B","protein_coding","ATPase phospholipid transporting 9B (putative) [Source:HGNC Symbol;Acc:HGNC:13541]"
387119,"CEP85L","protein_coding","centrosomal protein 85 like [Source:HGNC Symbol;Acc:HGNC:21638]"
3895,"KTN1","protein_coding","kinectin 1 [Source:HGNC Symbol;Acc:HGNC:6467]"
3993,"LLGL2","protein_coding","LLGL2, scribble cell polarity complex component [Source:HGNC Symbol;Acc:HGNC:6629]"
401546,"C9orf152","protein_coding","chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]"
4087,"SMAD2","protein_coding","SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]"
4153,"MBL2","protein_coding","mannose binding lectin 2 [Source:HGNC Symbol;Acc:HGNC:6922]"
4216,"MAP3K4","protein_coding","mitogen-activated protein kinase kinase kinase 4 [Source:HGNC Symbol;Acc:HGNC:6856]"
4301,"AFDN","protein_coding","afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]"
445571,"CBWD3","protein_coding","COBW domain containing 3 [Source:HGNC Symbol;Acc:HGNC:18519]"
4644,"MYO5A","protein_coding","myosin VA [Source:HGNC Symbol;Acc:HGNC:7602]"
466,"ATF1","protein_coding","activating transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:783]"
4776,"NFATC4","protein_coding","nuclear factor of activated T cells 4 [Source:HGNC Symbol;Acc:HGNC:7778]"
4801,"NFYB","protein_coding","nuclear transcription factor Y subunit beta [Source:HGNC Symbol;Acc:HGNC:7805]"
494143,"CHAC2","protein_coding","ChaC cation transport regulator homolog 2 [Source:HGNC Symbol;Acc:HGNC:32363]"
4982,"TNFRSF11B","protein_coding","TNF receptor superfamily member 11b [Source:HGNC Symbol;Acc:HGNC:11909]"
4983,"OPHN1","protein_coding","oligophrenin 1 [Source:HGNC Symbol;Acc:HGNC:8148]"
5066,"PAM","protein_coding","peptidylglycine alpha-amidating monooxygenase [Source:HGNC Symbol;Acc:HGNC:8596]"
50808,"AK3","protein_coding","adenylate kinase 3 [Source:HGNC Symbol;Acc:HGNC:17376]"
50859,"SPOCK3","protein_coding","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:13565]"
50999,"TMED5","protein_coding","transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]"
51067,"YARS2","protein_coding","tyrosyl-tRNA synthetase 2 [Source:HGNC Symbol;Acc:HGNC:24249]"
51100,"SH3GLB1","protein_coding","SH3 domain containing GRB2 like, endophilin B1 [Source:HGNC Symbol;Acc:HGNC:10833]"
51194,"IPO11","protein_coding","importin 11 [Source:HGNC Symbol;Acc:HGNC:20628]"
51203,"NUSAP1","protein_coding","nucleolar and spindle associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18538]"
51280,"GOLM1","protein_coding","golgi membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15451]"
51379,"CRLF3","protein_coding","cytokine receptor like factor 3 [Source:HGNC Symbol;Acc:HGNC:17177]"
51422,"PRKAG2","protein_coding","protein kinase AMP-activated non-catalytic subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:9386]"
51449,"PCYOX1","protein_coding","prenylcysteine oxidase 1 [Source:HGNC Symbol;Acc:HGNC:20588]"
51478,"HSD17B7","protein_coding","hydroxysteroid 17-beta dehydrogenase 7 [Source:HGNC Symbol;Acc:HGNC:5215]"
51633,"OTUD6B","protein_coding","OTU domain containing 6B [Source:HGNC Symbol;Acc:HGNC:24281]"
51701,"NLK","protein_coding","nemo like kinase [Source:HGNC Symbol;Acc:HGNC:29858]"
51705,"EMCN","protein_coding","endomucin [Source:HGNC Symbol;Acc:HGNC:16041]"
51759,"C9orf78","protein_coding","chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]"
52,"ACP1","protein_coding","acid phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:122]"
5241,"PGR","protein_coding","progesterone receptor [Source:HGNC Symbol;Acc:HGNC:8910]"
5270,"SERPINE2","protein_coding","serpin family E member 2 [Source:HGNC Symbol;Acc:HGNC:8951]"
5350,"PLN","protein_coding","phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]"
5354,"PLP1","protein_coding","proteolipid protein 1 [Source:HGNC Symbol;Acc:HGNC:9086]"
5368,"PNOC","protein_coding","prepronociceptin [Source:HGNC Symbol;Acc:HGNC:9163]"
54439,"RBM27","protein_coding","RNA binding motif protein 27 [Source:HGNC Symbol;Acc:HGNC:29243]"
54458,"PRR13","protein_coding","proline rich 13 [Source:HGNC Symbol;Acc:HGNC:24528]"
54465,"ETAA1","protein_coding","ETAA1, ATR kinase activator [Source:HGNC Symbol;Acc:HGNC:24648]"
54554,"WDR5B","protein_coding","WD repeat domain 5B [Source:HGNC Symbol;Acc:HGNC:17826]"
54622,"ARL15","protein_coding","ADP ribosylation factor like GTPase 15 [Source:HGNC Symbol;Acc:HGNC:25945]"
54784,"ALKBH4","protein_coding","alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]"
54845,"ESRP1","protein_coding","epithelial splicing regulatory protein 1 [Source:HGNC Symbol;Acc:HGNC:25966]"
54900,"LAX1","protein_coding","lymphocyte transmembrane adaptor 1 [Source:HGNC Symbol;Acc:HGNC:26005]"
54948,"MRPL16","protein_coding","mitochondrial ribosomal protein L16 [Source:HGNC Symbol;Acc:HGNC:14476]"
54965,"PIGX","protein_coding","phosphatidylinositol glycan anchor biosynthesis class X [Source:HGNC Symbol;Acc:HGNC:26046]"
55117,"SLC6A15","protein_coding","solute carrier family 6 member 15 [Source:HGNC Symbol;Acc:HGNC:13621]"
5516,"PPP2CB","protein_coding","protein phosphatase 2 catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:9300]"
55208,"DCUN1D2","protein_coding","defective in cullin neddylation 1 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20328]"
5529,"PPP2R5E","protein_coding","protein phosphatase 2 regulatory subunit B'epsilon [Source:HGNC Symbol;Acc:HGNC:9313]"
55294,"FBXW7","protein_coding","F-box and WD repeat domain containing 7 [Source:HGNC Symbol;Acc:HGNC:16712]"
55363,"HEMGN","protein_coding","hemogen [Source:HGNC Symbol;Acc:HGNC:17509]"
55553,"SOX6","protein_coding","SRY-box 6 [Source:HGNC Symbol;Acc:HGNC:16421]"
55701,"ARHGEF40","protein_coding","Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]"
55770,"EXOC2","protein_coding","exocyst complex component 2 [Source:HGNC Symbol;Acc:HGNC:24968]"
55789,"DEPDC1B","protein_coding","DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]"
55791,"LRIF1","protein_coding","ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]"
55825,"PECR","protein_coding","peroxisomal trans-2-enoyl-CoA reductase [Source:HGNC Symbol;Acc:HGNC:18281]"
5587,"PRKD1","protein_coding","protein kinase D1 [Source:HGNC Symbol;Acc:HGNC:9407]"
55888,"ZKSCAN7","protein_coding","zinc finger with KRAB and SCAN domains 7 [Source:HGNC Symbol;Acc:HGNC:12955]"
55893,"ZNF395","protein_coding","zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]"
55970,"GNG12","protein_coding","G protein subunit gamma 12 [Source:HGNC Symbol;Acc:HGNC:19663]"
56132,"PCDHB3","protein_coding","protocadherin beta 3 [Source:HGNC Symbol;Acc:HGNC:8688]"
56154,"TEX15","protein_coding","testis expressed 15, meiosis and synapsis associated [Source:HGNC Symbol;Acc:HGNC:11738]"
56341,"PRMT8","protein_coding","protein arginine methyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:5188]"
5655,"KLK10","protein_coding","kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]"
5669,"PSG1","protein_coding","pregnancy specific beta-1-glycoprotein 1 [Source:HGNC Symbol;Acc:HGNC:9514]"
56902,"PNO1","protein_coding","partner of NOB1 homolog [Source:HGNC Symbol;Acc:HGNC:32790]"
5701,"PSMC2","protein_coding","proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]"
5707,"PSMD1","protein_coding","proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]"
57115,"PGLYRP4","protein_coding","peptidoglycan recognition protein 4 [Source:HGNC Symbol;Acc:HGNC:30015]"
57121,"LPAR5","protein_coding","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]"
57142,"RTN4","protein_coding","reticulon 4 [Source:HGNC Symbol;Acc:HGNC:14085]"
57181,"SLC39A10","protein_coding","solute carrier family 39 member 10 [Source:HGNC Symbol;Acc:HGNC:20861]"
57192,"MCOLN1","protein_coding","mucolipin 1 [Source:HGNC Symbol;Acc:HGNC:13356]"
5743,"PTGS2","protein_coding","prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]"
57461,"ISY1","protein_coding","ISY1 splicing factor homolog [Source:HGNC Symbol;Acc:HGNC:29201]"
57492,"ARID1B","protein_coding","AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]"
57508,"INTS2","protein_coding","integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]"
57515,"SERINC1","protein_coding","serine incorporator 1 [Source:HGNC Symbol;Acc:HGNC:13464]"
57670,"KIAA1549","protein_coding","KIAA1549 [Source:HGNC Symbol;Acc:HGNC:22219]"
5801,"PTPRR","protein_coding","protein tyrosine phosphatase, receptor type R [Source:HGNC Symbol;Acc:HGNC:9680]"
5810,"RAD1","protein_coding","RAD1 checkpoint DNA exonuclease [Source:HGNC Symbol;Acc:HGNC:9806]"
5863,"RGL2","protein_coding","ral guanine nucleotide dissociation stimulator like 2 [Source:HGNC Symbol;Acc:HGNC:9769]"
5870,"RAB6A","protein_coding","RAB6A, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9786]"
5876,"RABGGTB","protein_coding","Rab geranylgeranyltransferase subunit beta [Source:HGNC Symbol;Acc:HGNC:9796]"
5885,"RAD21","protein_coding","RAD21 cohesin complex component [Source:HGNC Symbol;Acc:HGNC:9811]"
5948,"RBP2","protein_coding","retinol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9920]"
6047,"RNF4","protein_coding","ring finger protein 4 [Source:HGNC Symbol;Acc:HGNC:10067]"
63977,"PRDM15","protein_coding","PR/SET domain 15 [Source:HGNC Symbol;Acc:HGNC:13999]"
64218,"SEMA4A","protein_coding","semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]"
64799,"IQCH","protein_coding","IQ motif containing H [Source:HGNC Symbol;Acc:HGNC:25721]"
6496,"SIX3","protein_coding","SIX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:10889]"
65009,"NDRG4","protein_coding","NDRG family member 4 [Source:HGNC Symbol;Acc:HGNC:14466]"
6513,"SLC2A1","protein_coding","solute carrier family 2 member 1 [Source:HGNC Symbol;Acc:HGNC:11005]"
653,"BMP5","protein_coding","bone morphogenetic protein 5 [Source:HGNC Symbol;Acc:HGNC:1072]"
6531,"SLC6A3","protein_coding","solute carrier family 6 member 3 [Source:HGNC Symbol;Acc:HGNC:11049]"
6557,"SLC12A1","protein_coding","solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]"
6584,"SLC22A5","protein_coding","solute carrier family 22 member 5 [Source:HGNC Symbol;Acc:HGNC:10969]"
6629,"SNRPB2","protein_coding","small nuclear ribonucleoprotein polypeptide B2 [Source:HGNC Symbol;Acc:HGNC:11155]"
6860,"SYT4","protein_coding","synaptotagmin 4 [Source:HGNC Symbol;Acc:HGNC:11512]"
6875,"TAF4B","protein_coding","TATA-box binding protein associated factor 4b [Source:HGNC Symbol;Acc:HGNC:11538]"
6921,"ELOC","protein_coding","elongin C [Source:HGNC Symbol;Acc:HGNC:11617]"
7072,"TIA1","protein_coding","TIA1 cytotoxic granule associated RNA binding protein [Source:HGNC Symbol;Acc:HGNC:11802]"
7095,"SEC62","protein_coding","SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]"
7247,"TSN","protein_coding","translin [Source:HGNC Symbol;Acc:HGNC:12379]"
7290,"HIRA","protein_coding","histone cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:4916]"
729420,"LMO7DN","lincRNA","LMO7 downstream neighbor [Source:HGNC Symbol;Acc:HGNC:44370]"
7381,"UQCRB","protein_coding","ubiquinol-cytochrome c reductase binding protein [Source:HGNC Symbol;Acc:HGNC:12582]"
7402,"UTRN","protein_coding","utrophin [Source:HGNC Symbol;Acc:HGNC:12635]"
7541,"ZBTB14","protein_coding","zinc finger and BTB domain containing 14 [Source:HGNC Symbol;Acc:HGNC:12860]"
7652,"ZNF99","protein_coding","zinc finger protein 99 [Source:HGNC Symbol;Acc:HGNC:13175]"
7726,"TRIM26","protein_coding","tripartite motif containing 26 [Source:HGNC Symbol;Acc:HGNC:12962]"
7738,"ZNF184","protein_coding","zinc finger protein 184 [Source:HGNC Symbol;Acc:HGNC:12975]"
7768,"ZNF225","protein_coding","zinc finger protein 225 [Source:HGNC Symbol;Acc:HGNC:13018]"
7813,"EVI5","protein_coding","ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]"
790,"CAD","protein_coding","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:HGNC Symbol;Acc:HGNC:1424]"
79075,"DSCC1","protein_coding","DNA replication and sister chromatid cohesion 1 [Source:HGNC Symbol;Acc:HGNC:24453]"
79088,"ZNF426","protein_coding","zinc finger protein 426 [Source:HGNC Symbol;Acc:HGNC:20725]"
79109,"MAPKAP1","protein_coding","mitogen-activated protein kinase associated protein 1 [Source:HGNC Symbol;Acc:HGNC:18752]"
79158,"GNPTAB","protein_coding","N-acetylglucosamine-1-phosphate transferase subunits alpha and beta [Source:HGNC Symbol;Acc:HGNC:29670]"
79180,"EFHD2","protein_coding","EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670]"
79188,"TMEM43","protein_coding","transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]"
79442,"LRRC2","protein_coding","leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]"
79657,"RPAP3","protein_coding","RNA polymerase II associated protein 3 [Source:HGNC Symbol;Acc:HGNC:26151]"
79723,"SUV39H2","protein_coding","suppressor of variegation 3-9 homolog 2 [Source:HGNC Symbol;Acc:HGNC:17287]"
79799,"UGT2A3","protein_coding","UDP glucuronosyltransferase family 2 member A3 [Source:HGNC Symbol;Acc:HGNC:28528]"
79802,"HHIPL2","protein_coding","HHIP like 2 [Source:HGNC Symbol;Acc:HGNC:25842]"
79982,"DNAJB14","protein_coding","DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]"
80031,"SEMA6D","protein_coding","semaphorin 6D [Source:HGNC Symbol;Acc:HGNC:16770]"
817,"CAMK2D","protein_coding","calcium/calmodulin dependent protein kinase II delta [Source:HGNC Symbol;Acc:HGNC:1462]"
81872,"KRTAP2-1","protein_coding","keratin associated protein 2-1 [Source:HGNC Symbol;Acc:HGNC:16775]"
8243,"SMC1A","protein_coding","structural maintenance of chromosomes 1A [Source:HGNC Symbol;Acc:HGNC:11111]"
83659,"TEKT1","protein_coding","tektin 1 [Source:HGNC Symbol;Acc:HGNC:15534]"
84084,"RAB6C","protein_coding","RAB6C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:16525]"
84267,"C9orf64","protein_coding","chromosome 9 open reading frame 64 [Source:HGNC Symbol;Acc:HGNC:28144]"
84302,"TMEM246","protein_coding","transmembrane protein 246 [Source:HGNC Symbol;Acc:HGNC:28180]"
84333,"PCGF5","protein_coding","polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]"
84444,"DOT1L","protein_coding","DOT1 like histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:24948]"
84457,"PHYHIPL","protein_coding","phytanoyl-CoA 2-hydroxylase interacting protein like [Source:HGNC Symbol;Acc:HGNC:29378]"
84465,"MEGF11","protein_coding","multiple EGF like domains 11 [Source:HGNC Symbol;Acc:HGNC:29635]"
84524,"ZC3H8","protein_coding","zinc finger CCCH-type containing 8 [Source:HGNC Symbol;Acc:HGNC:30941]"
8453,"CUL2","protein_coding","cullin 2 [Source:HGNC Symbol;Acc:HGNC:2552]"
84803,"GPAT3","protein_coding","glycerol-3-phosphate acyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28157]"
84896,"ATAD1","protein_coding","ATPase family, AAA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25903]"
84947,"SERAC1","protein_coding","serine active site containing 1 [Source:HGNC Symbol;Acc:HGNC:21061]"
84955,"NUDCD1","protein_coding","NudC domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24306]"
84967,"LSM10","protein_coding","LSM10, U7 small nuclear RNA associated [Source:HGNC Symbol;Acc:HGNC:17562]"
8500,"PPFIA1","protein_coding","PTPRF interacting protein alpha 1 [Source:HGNC Symbol;Acc:HGNC:9245]"
8528,"DDO","protein_coding","D-aspartate oxidase [Source:HGNC Symbol;Acc:HGNC:2727]"
8612,"PLPP2","protein_coding","phospholipid phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:9230]"
8732,"RNGTT","protein_coding","RNA guanylyltransferase and 5'-phosphatase [Source:HGNC Symbol;Acc:HGNC:10073]"
8743,"TNFSF10","protein_coding","TNF superfamily member 10 [Source:HGNC Symbol;Acc:HGNC:11925]"
8796,"SCEL","protein_coding","sciellin [Source:HGNC Symbol;Acc:HGNC:10573]"
8853,"ASAP2","protein_coding","ArfGAP with SH3 domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:2721]"
8867,"SYNJ1","protein_coding","synaptojanin 1 [Source:HGNC Symbol;Acc:HGNC:11503]"
8880,"FUBP1","protein_coding","far upstream element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4004]"
8930,"MBD4","protein_coding","methyl-CpG binding domain 4, DNA glycosylase [Source:HGNC Symbol;Acc:HGNC:6919]"
8939,"FUBP3","protein_coding","far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]"
89866,"SEC16B","protein_coding","SEC16 homolog B, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:30301]"
90268,"OTULIN","protein_coding","OTU deubiquitinase with linear linkage specificity [Source:HGNC Symbol;Acc:HGNC:25118]"
90957,"DHX57","protein_coding","DExH-box helicase 57 [Source:HGNC Symbol;Acc:HGNC:20086]"
91369,"ANKRD40","protein_coding","ankyrin repeat domain 40 [Source:HGNC Symbol;Acc:HGNC:28233]"
91687,"CENPL","protein_coding","centromere protein L [Source:HGNC Symbol;Acc:HGNC:17879]"
9188,"DDX21","protein_coding","DExD-box helicase 21 [Source:HGNC Symbol;Acc:HGNC:2744]"
92483,"LDHAL6B","protein_coding","lactate dehydrogenase A like 6B [Source:HGNC Symbol;Acc:HGNC:21481]"
93081,"TEX30","protein_coding","testis expressed 30 [Source:HGNC Symbol;Acc:HGNC:25188]"
9317,"PTER","protein_coding","phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]"
9410,"SNRNP40","protein_coding","small nuclear ribonucleoprotein U5 subunit 40 [Source:HGNC Symbol;Acc:HGNC:30857]"
9604,"RNF14","protein_coding","ring finger protein 14 [Source:HGNC Symbol;Acc:HGNC:10058]"
9732,"DOCK4","protein_coding","dedicator of cytokinesis 4 [Source:HGNC Symbol;Acc:HGNC:19192]"
9774,"BCLAF1","protein_coding","BCL2 associated transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:16863]"
9841,"ZBTB24","protein_coding","zinc finger and BTB domain containing 24 [Source:HGNC Symbol;Acc:HGNC:21143]"
9852,"EPM2AIP1","protein_coding","EPM2A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:19735]"
9883,"POM121","protein_coding","POM121 transmembrane nucleoporin [Source:HGNC Symbol;Acc:HGNC:19702]"
1,"A1BG","protein_coding","alpha-1-B glycoprotein [Source:HGNC Symbol;Acc:HGNC:5]"
10007,"GNPDA1","protein_coding","glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]"
